"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
psqi_10b,pittsburgh_sleep_quality_index_psqi,,radio,"10b) Long pauses between breaths while asleep","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10]<>""0""",,,,,,
psqi_10c,pittsburgh_sleep_quality_index_psqi,,radio,"10c) Legs twitching or jerking while you sleep","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10]<>""0""",,,,,,
psqi_10d,pittsburgh_sleep_quality_index_psqi,,radio,"10d) Episodes of disorientation or confusion during sleep","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10]<>""0""",,,,,,
psqi_10e,pittsburgh_sleep_quality_index_psqi,,notes,"10e) Other restlessness while you sleep; please describe",,,,,,,"[psqi_10]<>""0""",,,,,,
psqi_10e1,pittsburgh_sleep_quality_index_psqi,,radio,"During the past month, how often have you had trouble sleeping because of this? ","0, Not during the past month | 1, Less than once a week | 2, Once or twice a week | 3, Three or more times a week",,,,,,"[psqi_10]<>""0""",,,,,,
pcs_q1,pain_catastrophizing_scale,"When I'm in pain...",radio,"I worry all the time about whether the pain will end.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q2,pain_catastrophizing_scale,,radio,"I feel I can't go on.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q3,pain_catastrophizing_scale,,radio,"It's terrible and I think it's never going to get any better.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q4,pain_catastrophizing_scale,,radio,"It's awful and I feel it overwhelms me.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q5,pain_catastrophizing_scale,,radio,"I feel I can't stand it anymore.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q6,pain_catastrophizing_scale,,radio,"I become afraid that the pain will get worse.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q7,pain_catastrophizing_scale,,radio,"I keep thinking of other painful events.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q8,pain_catastrophizing_scale,,radio,"I anxiously want the pain to go away.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q9,pain_catastrophizing_scale,,radio,"I can't seem to keep it out of my mind.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q10,pain_catastrophizing_scale,,radio,"I keep thinking about how much it hurts.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q11,pain_catastrophizing_scale,,radio,"I keep thinking about how badly I want the pain to stop.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q12,pain_catastrophizing_scale,,radio,"There's nothing I can do to reduce the intensity of the pain.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
pcs_q13,pain_catastrophizing_scale,,radio,"I wonder whether something serious may happen.","0, Not at all | 1, To a slight degree | 2, To a moderate degree | 3, To a great degree | 4, All the time",,,,,,,,,,pcs,,
panas_interested,panas,"This scale consists of a number of words that describe different feelings and emotions. Read each item and then select the appropriate answer in the space next to that word. Indicate how you have felt during the past few days. Use the following scale to record your answers:",radio,Interested,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_distressed,panas,,radio,Distressed,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_excited,panas,,radio,Excited,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_upset,panas,,radio,Upset,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_strong,panas,,radio,Strong,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_guilty,panas,,radio,Guilty,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_scared,panas,,radio,Scared,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_hostile,panas,,radio,Hostile,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_enthusiastic,panas,,radio,Enthusiastic,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_proud,panas,,radio,Proud,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_irritable,panas,,radio,Irritable,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_alert,panas,,radio,Alert,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_ashamed,panas,,radio,Ashamed,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_inspired,panas,,radio,Inspired,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_nervous,panas,,radio,Nervous,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_determined,panas,,radio,Determined,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_attentive,panas,,radio,Attentive,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_jittery,panas,,radio,Jittery,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_active,panas,,radio,Active,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
panas_afraid,panas,,radio,Afraid,"1, very slightly or not at all | 2, a little | 3, moderately | 4, quite a bit | 5, extremely",,,,,,,,,,,,
lotr_1,life_orientation_test_revised_lotr,"Please be as honest as you can throughout. Try not to let your response to one question influence your responses to other questions. There are no ""right"" or ""wrong"" answers. ",radio,"In uncertain times, I usually expect the best.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_2,life_orientation_test_revised_lotr,,radio,"It's easy for me to relax.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_3,life_orientation_test_revised_lotr,,radio,"If something can go wrong for me, it will.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_4,life_orientation_test_revised_lotr,,radio,"I'm always optimistic about my future.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_5,life_orientation_test_revised_lotr,,radio,"I enjoy my friends a lot.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_6,life_orientation_test_revised_lotr,,radio,"It's important for me to keep busy.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_7,life_orientation_test_revised_lotr,,radio,"I hardly ever expect things to go my way.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_8,life_orientation_test_revised_lotr,,radio,"I don't get upset too easily.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_9,life_orientation_test_revised_lotr,,radio,"I rarely count on good things happening to me.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
lotr_10,life_orientation_test_revised_lotr,,radio,"Overall, I expect more good things to happen to me than bad.","0, Strongly Disagree | 1, Disagree | 2, Neutral | 3, Agree | 4, Strongly Agree",,,,,,,,,,lotr,,
fdaq_q1,fear_of_daily_activities,"People with pain have indicated that they are fearful of performing certain activities because they believe these activities will cause additional pain.

Examples of such activities are listed below. Please rate each activity for the amount of fear it causes you, as it relates to your pain. Use the scale ranging from 0 to 100, where 0 represents No Fear of the Activity and 100 represents Maximal Fear of the Activity.

Because not all activities are fearful for all people, we are also asking you to list two different activities that cause you fear and to rate the fear associated with those activities.",slider,"Sitting for longer than I hour","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q2,fear_of_daily_activities,,slider,"Standing for longer than 30 minutes","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q3,fear_of_daily_activities,,slider,"Walking for longer than 30 minutes","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q4,fear_of_daily_activities,,slider,"Lifting less than 20 pounds","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q5,fear_of_daily_activities,,slider,"Lifting 20 pounds or more","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q6,fear_of_daily_activities,,slider,"Carrying less than 20 pounds","No Fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q7,fear_of_daily_activities,,slider,"Carrying 20 pounds or more","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q8,fear_of_daily_activities,,slider,Twisting,"No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q9,fear_of_daily_activities,,slider,"Reaching to the floor","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q10,fear_of_daily_activities,,slider,"Performing back exercises","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q11,fear_of_daily_activities,,slider,"Another activity not listed above of which you are fearful","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q11a,fear_of_daily_activities,,text,(answer),,,,,,,,,RH,,,,
fdaq_q12,fear_of_daily_activities,,slider,"Another activity not listed above of which you are fearful","No fear |  | Maximal fear",,number,,,,,,RH,,,,
fdaq_q12a,fear_of_daily_activities,,text,(answer),,,,,,,,,RH,,,,
pseq_1,pain_selfefficacy,"Please rate how confident you are that you can do the following things at present, despite the pain. To indicate your answer circle one of the numbers on the scale under each item, where 0 = not at all confident and 6 = completely confident. ",radio,"I can enjoy things, despite the pain","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_2,pain_selfefficacy,,radio,"I can do most of the household chores (e.g. tidying-up, washing dishes, etc.), despite the pain","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_3,pain_selfefficacy,,radio,"I can socialize with my friends or family members as often as I used to do, despite the pain.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_4,pain_selfefficacy,,radio,"I can cope with my pain in most situations.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_5,pain_selfefficacy,,radio,"I can do some form of work, despite the pain. (""work"" includes housework, paid and unpaid)","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_6,pain_selfefficacy,,radio,"I can still do many of the things I enjoy doing, such as hobbies or leisure activities, despite the pain.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_7,pain_selfefficacy,,radio,"I can cope with my pain without medication.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_8,pain_selfefficacy,,radio,"I can still accomplish most of my goals in life, despite the pain.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_9,pain_selfefficacy,,radio,"I can live a normal lifestyle, despite the pain.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pseq_10,pain_selfefficacy,,radio,"I can gradually become more active, despite the pain.","0, 0 Not at all confident | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 Completely confident",,,,,,,,,,pseq,,
pss_instruction,perceived_stress_scale_pss10,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">The questions in this scale ask about your feelings and thoughts </span>during the last month.<span style=""font-weight: normal;""> In each case you will be asked to indicate by choosing how often you felt or thought a certain way.</span></p></div>",,,,,,,,,,,,,
pss10_1,perceived_stress_scale_pss10,"0 = Never / 1 = Almost Never / 2 = Sometimes / 3 = Fairly Often / 4 = Very Often ",dropdown,"In the last month, how often have you been upset because of something that happened unexpectedly?","0, 0 = Never | 1, 1 = Almost Never | 2, 2 = Sometimes | 3, 3 = Fairly Often | 4, 4 = Very Often",,,,,,,,,,,,
pss10_2,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you felt that you were unable to control the important things in your life?","0, 0 = Never | 1, 1 = Almost Never | 2, 2 = Sometimes | 3, 3 = Fairly Often | 4, 4 = Very Often",,,,,,,,,,,,
pss10_3,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you felt nervous and ""stressed""?","0, 0 = Never | 1, 1 = Almost Never | 2, 2 = Sometimes | 3, 3 = Fairly Often | 4, 4 = Very Often",,,,,,,,,,,,
pss10_4,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you felt confident about your ability to handle your personal problems?","4, 0 = Never | 3, 1 = Almost Never | 2, 2 = Sometimes | 1, 3 = Fairly Often | 0, 4 = Very Often",,,,,,,,,,,,
pss10_5,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you felt that things were going your way?","4, 0 = Never | 3, 1 = Almost Never | 2, 2 = Sometimes | 1, 3 = Fairly Often | 0, 4 = Very Often",,,,,,,,,,,,
pss10_6,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you found that you could not cope with all the things that you had to do?","0, 0 = Never | 1, 1 = Almost Never | 2, 2 = Sometimes | 3, 3 = Fairly Often | 4, 4 = Very Often",,,,,,,,,,,,
pss10_7,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you been able to control irritations in your life?","4, 0 = Never | 3, 1 = Almost Never | 2, 2 = Sometimes | 1, 3 = Fairly Often | 0, 4 = Very Often",,,,,,,,,,,,
pss10_8,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you felt that you were on top of things?","4, 0 = Never | 3, 1 = Almost Never | 2, 2 = Sometimes | 1, 3 = Fairly Often | 0, 4 = Very Often",,,,,,,,,,,,
pss10_9,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you been angered because of things that were outside of your control?","0, 0 = Never | 1, 1 = Almost Never | 2, 2 = Sometimes | 3, 3 = Fairly Often | 4, 4 = Very Often",,,,,,,,,,,,
pss10_10,perceived_stress_scale_pss10,,dropdown,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?","0, 0 = Never | 1, 1 = Almost Never | 2, 2 = Sometimes | 3, 3 = Fairly Often | 4, 4 = Very Often",,,,,,,,,,,,
promissup_instruction,promis_sf_v20_emotional_support_4a,,descriptive,"Please respond to each item by marking one box per row.",,,,,,,,,,,,,
promis_fse31053x2,promis_sf_v20_emotional_support_4a,,radio,"I have someone who will listen to me when I need to talk","1, Never | 2, Rarely | 3, Sometimes | 4, Usually | 5, Always",,,,,,,,,,,,
promis_fse31059x2,promis_sf_v20_emotional_support_4a,,radio,"I have someone to confide in or talk to about myself or my problems","1, Never | 2, Rarely | 3, Sometimes | 4, Usually | 5, Always",,,,,,,,,,,,
promis_ss12x,promis_sf_v20_emotional_support_4a,,radio,"I have someone who makes me feel appreciated","1, Never | 2, Rarely | 3, Sometimes | 4, Usually | 5, Always",,,,,,,,,,,,
promis_ssq3x2,promis_sf_v20_emotional_support_4a,,radio,"I have someone to talk with when I have a bad day","1, Never | 2, Rarely | 3, Sometimes | 4, Usually | 5, Always",,,,,,,,,,,,
sppb_date,sppb,,text,Date,,,date_mdy,,,y,,,,,,,
pain_blurb,sppb,,descriptive,"Pain Blurb",,,,,,,,,,,,,
spps_sidebyside,sppb,"1. Balance Test 
The participant must be able to stand unassisted without the use of a cane or walker. You may help the participant to get up 

<i>Now let's begin the evaluation. I would now  like you to try to move your body in different
movements. I will first describe and show each movement to you. Then I'd like you to try to
do it. If you cannot do a particular movement, or if you feel it would be unsafe to try to do it,
tell me and we'll move on to the next one. Let me emphasize that I do not want you to try to do
any exercise that you feel might be unsafe.


Do you have any questions before we begin?
</i>
",descriptive,"<b>A. Side-by-Side Stand </b>

<i>Now I will show you the first movement. 
</i>  <font color=""red"">(Demonstrate)</font> <i>I want you to try to stand with your feet together, side-by-side, for about 10 seconds. You may use your arms, bend your knees, or move your body to maintain your balance, but try not to move your feet. Try to hold this position until I tell you to stop. </i>

Stand next to the participant to help him/her into the side-by-side position. Supply just enough support to the participant's arm to prevent loss of balance.

<font color=""red"">When the participant has his/her feet together, ask</font> <i> ""Are you ready?""</i>
Then let go and begin timing as you say, <i>""Ready, begin."" </i>

<font color=""red"">Stop the stopwatch and say <i>""Stop"" </i>after 10 seconds </font>or when the participant steps out of position or grabs your arm.
<p style=""margin-left: 60px""> <u> If participant is unable to hold the position for 10 seconds, record result and go to the gait speed test. </I> </p></U>",,,,,,,,,,,,,
sppb_side_score,sppb,,dropdown,"Side- by-side Stand","1, Held for 10 sec : 1 point | 2, Not held for 10 sec : 0 points | 3, Not attempted : 0 points",,,,,,,,,,,,
sppb_side_less10,sppb,,text,"Number of seconds held if less than 10 sec: ",,"Seconds (SS.ss)",number,,,,"[sppb_side_score] = '2'",,,,,,
sppb_side_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why:","1, 1. Tried but unable | 2, 2. Participant could not hold position unassisted | 3, 3. Not attempted, you felt unsafe | 4, 4. Not attempted, participant felt unsafe | 5, 5. Participant unable to understand instructions | 6, 6. Other (Specify) | 7, 7. Participant refused",,,,,,"[sppb_side_score] = '3'",,,,,,
sppb_side_other,sppb,,text,"Other (Specify)",,,alpha_only,,,,"[sppb_side_fail] = '6'",,,,,,
sppb_semitand,sppb,,descriptive,"<B>B. Semi- Tandem Stand </B>

<i>Now I will show you the second movement
</I> <font color=""red""> (Demonstrate) </font> <i> I want you to try to stand with the side of the heel of one foot touching the big toe of the other foot for about 10 seconds. You may put either foot in front, whichever is more comfortable for you. You may use your arms, bend your knees, or move your body to maintain your balance, but try not to move your feet. Try to hold this position until I tell you to stop. </I>

Stand next to the participant to help him/her into the semi-tandem position. Supply just enough support to the participant's arm to prevent loss of balance. 

<font color=""red"">When the participant has his/her feet together, ask</font> <i>""Are you ready?"" </I>
Then let go and begin timing as you say,<i> ""Ready, begin.""</I>

<font color=""red"">Stop the stopwatch and say <i>""Stop""</I> after 10 seconds </font>or when the participant steps out of position or grabs your arm.
<p style=""margin-left: 60px""><u> If the participant is unable to hold the position for 10 seconds, record  result and go to the gait speed </i></U>",,,,,,,"[sppb_side_score] = '1'",,,,,,
sppb_semitand_score,sppb,,dropdown,"Semi-Tandem Stand","1, Held for 10 sec: 1 point | 2, Not held for 10 sec: 0 points | 3, Not attempted: 0 points (circle reason below)",,,,,,"[sppb_side_score] = '1'",,,,,,
sppb_semi_less10,sppb,,text,"Number of seconds held if less than 10 sec: ",,"Seconds (SS.ss)",number,,,,"[sppb_semitand_score] = '2'",,,,,,
sppb_semi_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why:","1, 1. Tried but unable | 2, 2. Participant could not hold position unassisted | 3, 3. Not attempted, you felt unsafe | 4, 4. Not attempted, participant felt unsafe | 5, 5. Participant unable to understand instructions | 6, 6. Other (Specify) | 7, 7. Participant refused",,,,,,"[sppb_semitand_score] = '3'",,,,,,
sppb_semi_other,sppb,,text,"Other (Specify)",,,,,,,"[sppb_semi_fail] = '6'",,,,,,
sppb_tandem,sppb,,descriptive,"<b>C. Tandem Stand</B>

<i>Now I will show you the third movement.
</i> <font color=""red"">(Demonstrate) </font> <i> Now I want you to try to stand with the heel of one foot in front of and touching the toes of the other foot for about 10 seconds. You may put either foot in front, whichever is more comfortable for you. You may use your arms, bend your knees, or move your body to maintain your balance, but try not to move your feet. Try to hold this position until I tell you to stop. </I>

Stand next to the participant to help him/her into the tandem position.
Supply just enough support to the participant's arm to prevent loss of balance.

<font color=""red"">When the participant has his/her feet together, ask</font><i> ""Are you ready?""</i>
Then let go and begin timing as you say, <I>""Ready, begin."" </I>

<font color=""red"">Stop the stopwatch and say <I>""Stop""</I> after 10 seconds </font>or when the participant steps out of position or grabs your arm. ",,,,,,,"[sppb_side_score] = '1' and [sppb_semitand_score] = '1'",,,,,,
sppb_tandem_score,sppb,,dropdown,"Tandem Stand","1, Held for 10 sec : 2 points | 2, Held for 3 to 9.99 sec: 1 point | 3, Held for < than 3 sec:  points | 4, Not attempted: 0 points (circle reason below)",,,,,,"[sppb_semitand_score] = '1' and [sppb_side_score] = '1'",,,,,,
sppb_tandem_less10,sppb,,text,"Number of seconds held if less than 10 sec: ",,"Seconds (SS.ss)",number,,,,"[sppb_tandem_score] = '2' or [sppb_tandem_score] = '3'",,,,,,
sppb_tandem_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why:","1, 1. Tried but unable | 2, 2. Participant could not hold position unassisted | 3, 3. Not attempted, you felt unsafe | 4, 4. Not attempted, participant felt unsafe | 5, 5. Participant unable to understand instructions | 6, 6. Other (Specify) | 7, 7. Participant refused",,,,,,"[sppb_tandem_score] = '4'",,,,,,
sppb_tandem_other,sppb,,text,"Other (Specify)",,,,,,,"[sppb_tandem_fail] = '6'",,,,,,
sppb_balance_pain,sppb,,text,"Please rate your pain that you experienced during the balance test in your  <u>[v1_baseline_arm_1][index_knee]</u> knee on a scale from 0-100

Balance Test Pain Rating:",,"0 to 100",number,-100,100,,,,,,,,
sppb_balance_notes,sppb,,notes,Comments,,,,,,,,,,,,,
sppb_zerp,sppb,,descriptive,"<div class=""yellow"" style=""text-align:center;""><font color=""red""><b><font size=2>If 0 points, end Balance Tests</div>",,,,,,,"[sppb_side_score] = '2' or [sppb_side_score] = '3' or [sppb_semitand_score] = '2' or [sppb_semitand_score] = '3'",,,,,,
sppb_singlechair,sppb,"3. Chair Stand Test",descriptive,"<B>A. Single Chair Stand </b>

<i>Let's do the last movement test. The next test measures the strength in your legs. Do you think it would be safe for you to try to stand up from a chair without using your arms? </I>

 (<font color=""red"">(Demonstrate and explain the procedure. ) </font>  <I>First, fold your arms across your chest and sit so that your feet are on the floor; then stand up keeping your arms folded across your chest. Please stand up keeping your arms folded across your chest. </I>(Record result).

<p style=""margin-left: 60px""><u>If participant cannot rise without using arms, say <I>""Okay, try to stand up using your arms."" </I>This is the end of their test. Record result and go to the scoring page.</U>",,,,,,,,,,,,,
sppb_singlechair_safe,sppb,,yesno,"Safe to stand without help",,,,,,,,,,,,,
sppb_singleschair_results,sppb,,radio,"Results: ","0, Participant stood without using arms  ? Go to Repeated Chair Stand Test | 1, Participant used arms to stand  ? End test; score as 0 points | 2, Test not completed  ? End test; score as 0 points",,,,,,"[sppb_singlechair_safe] = '1' or [sppb_singlechair_safe] = '0'",,LV,,,,
sppb_singlechair_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why: ","1, 1. Tried but unable | 2, 2. Participant could not stand unassisted | 3, 3. Not attempted, you felt unsafe | 4, 4. Not attempted, participant felt unsafe | 5, 5. Participant unable to understand instructions | 6, 6. Other (Specify) | 7, 7. Participant refused",,,,,,"[sppb_singleschair_results] = '1' and [sppb_singleschair_results] = '2'",,,,,,
sppb_singlechair_other,sppb,,text,"Other (Specify)",,,,,,,"[sppb_singlechair_fail] = '6'",,,,,,
sppb_repeatedchair,sppb,,descriptive,"<B>Repeated Chair Stands</B>

<I>Do you think it would be safe for you to try to stand up from a chair five times without using your arms?</I>

<font color=""red"">(Demonstrate and explain the procedure) </font>: <I>Please stand up straight as QUICKLY as you can five times, without stopping in between. After standing up each time, sit down and then stand up again. Keep your arms folded across your chest. I'll be timing you with a stopwatch. </I>


<font color=""red"">When the participant is properly seated, say:</font> <I>""Ready? Stand"" </I> and begin timing.

Count out loud as the participant arises each time, up to five times. Stop if participant becomes tired or short of breath during repeated chair stands. Stop the stopwatch when he/she has straightened up completely for the fifth time.

Also stop:
   - If participant uses his/her arms
   - After 1 minute, if participant has not completed rises
   - At your discretion, if concerned for participant's safety

<font color=""red"">If the participant stops and appears to be fatigued before completing the five stands, confirm this by asking </font><I>""Can you continue?"" </I>

If participant says <I>""Yes,"" </I> continue timing. If participant says <I>""No,"" </I>stop and reset the stopwatch.",,,,,,,"[sppb_singlechair_safe] = '1' and [sppb_singleschair_results] = '0'",,,,,,
sppb_repeated_safe,sppb,,yesno,"Safe to stand five times",,,,,,,"[sppb_singlechair_safe] = '1' and [sppb_singleschair_results] = '0'",,,,,,
sppb_repeated_time,sppb,,text,"If five stands done successfully, record time in seconds.

Time to complete five stands:",,"Seconds (SS.ss)",number,,,,"[sppb_singleschair_results] = '0' and [sppb_repeated_safe] = '1'",,,,,,
sppb_repeated_fail,sppb,,dropdown,"If participant did not attempt test or failed, circle why: ","1, 1. Tried but unable | 2, 2. Participant could not stand unassisted | 3, 3. Not attempted, you felt unsafe | 4, 4. Not attempted, participant felt unsafe | 5, 5. Participant unable to understand instructions | 6, 6. Other (Specify) | 7, 7. Participant refused",,,,,,,,,,,,
sppb_repeated_other,sppb,,text,"Other (Specify)",,,,,,,"[sppb_repeated_fail] = '6'",,,,,,
sppb_chairscore,sppb,,radio,"Scoring the Repeated Chair Test","0, Participant unable to complete 5 chair stands or completes stands in >60 sec:  0 points | 1, If chair stand time is 16.70 sec or more:  1 points | 2, If chair stand time is 13.70 to 16.69 sec:  2 points | 3, If chair stand time is 11.20 to 13.69 sec:  3 points | 4, If chair stand time is 11.19 sec or less:  4 points",,,,,,"[sppb_repeated_safe] = '1'",,LV,,,,
sppb_30sec,sppb,,text,"Total number of chair stands completed in 30 seconds:",,,integer,0,100,,,,,,,,
sppb_chair_stand_pain,sppb,,text,"<i>Please rate your pain that you experienced during the chair stand test in your  <u>[v1_baseline_arm_1][index_knee]</u> knee on a scale from 0-100</I>

Chair Stand Test Pain Rating: ",,"0 to 100",integer,0,100,,,,,,,,
